Id_studenta;Imie;Nazwisko;Uczelnia;Miejsce_zam;Rok_studiow;Dochod_na_osobe
684;Amadeusz;Bartosik;Uniwersytet Krolewski;Zawiercie;I;607
685;Marcin;Gorec;Politechnika Krolewska;Suraz;I;2939
686;Maciej;Poradisz;Politechnika Informatyczno-Elektroniczna;Chalupki;III;3037
687;Jan;Barbucha;Uniwersytet Krolewski;Ruda Slaska;I;3276
688;Magdalena;Nadarzyn;Politechnika Informatyczno-Elektroniczna;Bedzin;I;1880
689;Celina;Pietras;Politechnika Informatyczno-Elektroniczna;Wojkowice;V;2872
690;Wanda;Rossudowska;Uniwersytet Pedagogiczny;Tychy;II;2554
691;Karolina;Tomsza;Politechnika Informatyczno-Elektroniczna;Raciborz;I;767
692;Bartosz;Ziolkowski;Uniwersytet Rolniczy;Wodzislaw Slaski;I;3056
693;Kamil;Borysow;Politechnika Krolewska;Prudnik;I;421
694;Irena;Ignaszewska;Uniwersytet Krolewski;Tarnow;I;1160
695;Miroslawa;Grzesik;Uniwersytet Krolewski;Nowy Targ;I;788
696;Krzysztof;Bladowicz;Politechnika Informatyczno-Elektroniczna;Myszkow;I;2004
697;Maciej;Kula;Politechnika Informatyczno-Elektroniczna;Siedlce;I;2418
698;Kamil;Wieczorek;Uniwersytet Krolewski;Tarnow;IV;2065
699;Ewa;Jurek;Politechnika Krolewska;Siemianowice Slaskie;I;2101
700;Zyta;Bugala;Uniwersytet Krolewski;Pszczyna;II;1958
701;Beata;Stan;Politechnika Informatyczno-Elektroniczna;Aleksandrow Kujawski;I;2033
702;Juliusz;Wozniak;Uniwersytet Pedagogiczny;Koniakow;I;1523
703;Hanna;Okularczyk;Politechnika Informatyczno-Elektroniczna;Cieszyn;I;507
704;Aleksy;Borkowski;Politechnika Informatyczno-Elektroniczna;Witonia;IV;1035
705;Dorota;Byra;Politechnika Krolewska;Zielona Gora;I;1233
706;Gertruda;Rzasowska;Akademia Sztuk Pieknych;Wagrowiec;II;2877
707;Lukasz;Kostosz;Uniwersytet Krolewski;Tarnowskie Gory;IV;1060
708;Pawel;Orczyk;Uniwersytet Krolewski;Ruda Slaska;I;627
709;Natasza;Konewka;Wyzsza Szko³a Techniczna;Szczekociny;V;2056
710;Alicja;Cygan;Uniwersytet Krolewski;Zielona Gora;I;2578
711;Anna;Bugajska;Politechnika Informatyczno-Elektroniczna;Limanowa;I;412
712;Antoni;Wojtyra;Politechnika Informatyczno-Elektroniczna;Radom;I;2404
713;Jan;Matczak;Uniwersytet Krolewski;Kielce;I;2042
714;Michal;Kopernik;Uniwersytet Krolewski;Mikolow;I;499
715;Andrzej;Kozlowski;Uniwersytet Krolewski;Szczyrk;I;2133
716;Adam;Jasiewicz;Uniwersytet Krolewski;Rogoznik;I;1554
717;Jan;Janosik;Uniwersytet Krolewski;Julianka;III;736
718;Adam;Bledowski;Politechnika Informatyczno-Elektroniczna;Wadowice;I;1956
719;Klementyna;Mrozinska;Politechnika Informatyczno-Elektroniczna;Sosnicowice;I;1079
720;Aleksander;Pawlak;Politechnika Krolewska;Gorzow Wielkopolski;III;705
721;Waclaw;Slaski;Politechnika Krolewska;Siemianowice Slaskie;II;2809
722;Jakub;Kanciala;Politechnika Informatyczno-Elektroniczna;Jejkowice;I;2021
723;Julia;Pondo;Politechnika Informatyczno-Elektroniczna;Katowice;I;1019
724;Jozef;Biegar;Politechnika Krolewska;Dabrowa Gornicza;I;2878
725;Pawel;Beryl;Politechnika Informatyczno-Elektroniczna;Jedrzejow;I;2101
726;Paulina;Bulejska;Politechnika Informatyczno-Elektroniczna;Kedzierzyn-Kozle;I;1286
727;Wiktoria;Dobosz;Uniwersytet Krolewski;Glubczyce;V;2498
728;Izabella;Bluza;Uniwersytet Krolewski;Zabrodzie;III;3258
729;Karol;Anyzkiewicz;Politechnika Krolewska;Kedzierzyn-Kozle;II;2274
730;Ksenia;Kadziola;Uniwersytet Krolewski;Skierniewice;V;2742
731;Lechoslaw;Nowakowicz;Uniwersytet Krolewski;Jezewo;II;1084
732;Bronislawa;Michalska;Politechnika Informatyczno-Elektroniczna;Zawiercie;II;3097
733;Marta;Czerny;Uniwersytet Krolewski;Tarnowskie Gory;I;394
734;Helena;Kotlarz;Politechnika Informatyczno-Elektroniczna;Szczyrk;I;559
735;Michal;Galas;Politechnika Informatyczno-Elektroniczna;Bydgoszcz;I;2461
736;Robert;Tomaszewski;Politechnika Krolewska;Wisla;IV;1511
737;Karol;Boran;Uniwersytet Krolewski;Sucha Beskidzka;I;2190
738;Agnieszka;Mordak;Uniwersytet Rolniczy;Tworog;II;3292
739;Tomasz;Suder;Uniwersytet Krolewski;Kielce;I;2998
740;Stefan;Polanicki;Uniwersytet Krolewski;Wodzislaw Slaski;II;770
741;Roman;Kolek;Politechnika Informatyczno-Elektroniczna;Limanowa;I;674
742;Magdalena;Peciak;Uniwersytet Ekonomiczny;Ogrodzieniec;I;2024
743;Michal;Czajczyk;Politechnika Krolewska;Krasnik;I;3080
744;Natasza;Rudnicka;Uniwersytet Krolewski;Biala Podlaska;III;1178
745;Wojciech;Kwiecien;Uniwersytet Krolewski;Jelenia Gora;II;956
746;Michal;Kurtyka;Politechnika Informatyczno-Elektroniczna;Nowy Sacz;IV;1445
747;Agnieszka;Dziernanowska;Politechnika Krolewska;Krosno;I;2982
748;Danuta;Bodnar;Politechnika Informatyczno-Elektroniczna;Zory;III;1543
749;Bartosz;Gasior;Uniwersytet Ekonomiczny;Wejherowo;I;2138
750;Tadeusz;Staron;Politechnika Informatyczno-Elektroniczna;Rabka;IV;2198
751;Andrzej;Kacperski;Politechnika Informatyczno-Elektroniczna;Myslowice;I;2370
752;Kinga;Krol;Politechnika Informatyczno-Elektroniczna;Kogutek;III;3262
753;Katarzyna;Biedka;Politechnika Krolewska;Bielsko - Biala;I;2705
754;Alina;Wolowiec;Uniwersytet Rolniczy;Sucha Beskidzka;I;2760
755;Szymon;Boruta;Akademia Sztuk Pieknych;Nowy Sacz;V;945
756;Miroslawa;Prawy;Politechnika Informatyczno-Elektroniczna;Wlodowice;V;3156
757;Malgorzata;Bronislawska;Politechnika Krolewska;Jaworzynka;I;735
758;Szymon;Perczynski;Uniwersytet Ekonomiczny;Katowice;III;1216
759;Jowita;Farcik;Uniwersytet Krolewski;Koniakow;IV;2443
760;Agnieszka;Chmielarz;Politechnika Informatyczno-Elektroniczna;Wolbrom;I;2139
761;Artur;Chodyrak;Uniwersytet Krolewski;Kety;I;2338
762;Piotr;Wojcik;Uniwersytet Krolewski;Przemysl;II;1625
763;Janusz;Gajda;Uniwersytet Krolewski;Pilica;V;2262
764;Barbara;Chrzanowska;Politechnika Informatyczno-Elektroniczna;Swietochlowice;I;997
765;Pawel;Janicki;Politechnika Informatyczno-Elektroniczna;Myslowice;V;1067
766;Dariusz;Chrascik;Uniwersytet Krolewski;Kuznia Raciborska;IV;3152
767;Edyta;Kurdzielewicz;Politechnika Informatyczno-Elektroniczna;Bialystok;I;2710
768;Roman;Listopad;Uniwersytet Krolewski;Rogoznik;IV;2018
769;Honorata;Milosz;Politechnika Informatyczno-Elektroniczna;Nowy Targ;III;761
770;Zofia;Luszczyk;Politechnika Informatyczno-Elektroniczna;Ustron;II;2409
771;Tomasz;Mieta;Uniwersytet Krolewski;Lubliniec;II;3329
772;Miroslawa;Czarnoleska;Uniwersytet Pedagogiczny;Elk;I;466
773;Wawrzyniec;Surowka;Politechnika Krolewska;Gdansk;IV;1644
774;Bohdan;Bielawski;Politechnika Krolewska;Szamotuly;I;2645
775;Mateusz;Cisek;Politechnika Informatyczno-Elektroniczna;Jedrzejow;I;2376
776;Kacper;Kujalowski;Politechnika Krolewska;Slawkow;V;1195
777;Michal;Piekarz;Politechnika Krolewska;Olkusz;II;3142
778;Sebastian;Kalicki;Politechnika Informatyczno-Elektroniczna;Grudziadz;II;1441
779;Adam;Tuszynski;Politechnika Informatyczno-Elektroniczna;Cieszyn;I;2269
780;Jerzy;Barczyk;Politechnika Krolewska;Medyka;I;3282
781;Angelika;Koszka;Politechnika Krolewska;Koniakow;I;3338
782;Maciej;Pajak;Politechnika Krolewska;Olkusz;IV;2558
783;Kamil;Slimak;Politechnika Informatyczno-Elektroniczna;Myszkow;V;2585
784;Magdalena;Batycka;Politechnika Informatyczno-Elektroniczna;Chorzow;I;819
785;Wojciech;Chlebdanowski;Politechnika Krolewska;Debrzno;I;827
786;Grzegorz;Wrzesinski;Politechnika Krolewska;Wolbrom;V;1609
787;Jolanta;Zarebska;Politechnika Informatyczno-Elektroniczna;Lublin;I;885
788;Waclawa;Zaba;Politechnika Informatyczno-Elektroniczna;Kleszczow;IV;2347
789;Andrzej;Malek;Uniwersytet Krolewski;Myszkow;IV;451
790;Patryk;Gruszka;Politechnika Informatyczno-Elektroniczna;Katowice;III;2625
791;Fryderyka;Radecka;Politechnika Informatyczno-Elektroniczna;Bytom;III;1004
792;Boleslawa;Sarna;Uniwersytet Sportu i Turystyki;Gryfice;V;1915
793;Marlena;Warszawska;Uniwersytet Krolewski;Bransk;I;570
794;Jan;Kozakowski;Politechnika Informatyczno-Elektroniczna;Rajcza;I;2539
795;Angelika;Bartusiak;Uniwersytet Rolniczy;Tarnobrzeg;III;365
796;Grzegorz;Sawicki;Uniwersytet Krolewski;Mikolajki;III;2857
797;Maciej;Boni;Uniwersytet Krolewski;Wodzislaw Slaski;IV;2667
798;Dorota;Blaszczyk;Politechnika Krolewska;Zamosc;I;1145
799;Oliwia;Bogdal;Akademia Sztuk Pieknych;Jaworzno;III;2021
800;Patryk;Kopytko;Politechnika Informatyczno-Elektroniczna;Slawkow;I;3142
801;Monika;Mielecka;Politechnika Informatyczno-Elektroniczna;Strzelce Opolskie;I;669
802;Andrzej;Stefanczyk;Uniwersytet Krolewski;Rajcza;V;1992
803;Patryk;Fiszer;Politechnika Krolewska;Cieszyn;I;1576
804;Wislawa;Maciejewska;Uniwersytet Rolniczy;Jastrzebie-Zdroj;IV;3031
805;Jozef;Krosno;Politechnika Informatyczno-Elektroniczna;Sucha Beskidzka;I;1102
806;Maksym;Znojek;Uniwersytet Krolewski;Swietochlowice;II;1934
807;Przemyslaw;Kaczmarek;Uniwersytet Krolewski;Wodzislaw Slaski;III;1140
808;Zofia;Barszczewska;Politechnika Krolewska;Swietochlowice;II;957
809;Artur;Binkowski;Politechnika Informatyczno-Elektroniczna;Debowiec;I;1149
810;Adam;Jankowski;Politechnika Informatyczno-Elektroniczna;Nowy Sacz;I;2449
811;Adam;Skalny;Uniwersytet Rolniczy;Myslowice;III;426
812;Mariusz;Garlowski;Uniwersytet Krolewski;Katowice;II;2438
813;Beata;Nowotarska;Politechnika Informatyczno-Elektroniczna;Julianka;I;443
814;Maciej;Mojsanowicz;Politechnika Krolewska;Siemianowice Slaskie;I;2736
815;Anastazja;Majewska;Politechnika Informatyczno-Elektroniczna;Bielsko - Biala;II;1476
816;Dorota;Zybowska;Politechnika Informatyczno-Elektroniczna;Szczekociny;I;1338
817;Oskar;Kozlowski;Politechnika Informatyczno-Elektroniczna;Dobre Miasto;I;1767
818;Pawel;Guzik;Uniwersytet Sportu i Turystyki;Jejkowice;II;596
819;Roman;Jakubczyk;Politechnika Informatyczno-Elektroniczna;Chalupki;II;1621
820;Celina;Mieleszko;Politechnika Informatyczno-Elektroniczna;Siewierz;I;667
821;Joanna;Bycz;Uniwersytet Krolewski;Baborow;III;1555
822;Marek;Walbiner;Uniwersytet Krolewski;Sanok;V;2479
823;Robert;Kasa;Wyzsza Szko³a Techniczna;Kedzierzyn-Kozle;I;2535
824;Piotr;Hardy;Politechnika Informatyczno-Elektroniczna;Rabka;I;2849
825;Radoslawa;Poniedzialek;Politechnika Informatyczno-Elektroniczna;Zabrze;V;1720
826;Dorota;Stachowska;Politechnika Krolewska;Raciborz;I;2242
827;Iwona;Bardzio;Uniwersytet Krolewski;Jaworzno;I;3124
828;Zygmunt;Banachowicz;Politechnika Krolewska;Olszyna;II;3239
829;Adam;Krakowski;Uniwersytet Krolewski;Zakopane;I;2391
830;Teresa;Grabik;Politechnika Krolewska;Miechow;V;3145
831;Szymon;Czaja;Politechnika Informatyczno-Elektroniczna;Rogoznik;V;912
832;Cezar;Adamski;Akademia Sztuk Pieknych;Tarnowskie Gory;IV;1316
833;Krystian;Dziwulski;Politechnika Informatyczno-Elektroniczna;Przemysl;I;2368
834;Joanna;Andrychowicz;Uniwersytet Krolewski;Lublin;I;1032
835;Filip;Balica;Politechnika Informatyczno-Elektroniczna;Glucholazy;I;1617
836;Patrycja;Kantor;Politechnika Informatyczno-Elektroniczna;Kuznia Raciborska;IV;534
837;Oskar;Ryba;Politechnika Informatyczno-Elektroniczna;Jozefow;II;2275
838;Miron;Raban;Politechnika Informatyczno-Elektroniczna;Pyrzowice;IV;1362
839;Przemyslaw;Choloniewski;Uniwersytet Ekonomiczny;Cieszyn;V;2602
840;Sebastian;Carek;Politechnika Informatyczno-Elektroniczna;Gieraltowice;II;2328
841;Karol;Wlodek;Politechnika Informatyczno-Elektroniczna;Katowice;IV;2534
842;Bogdan;Benedykt;Akademia Sztuk Pieknych;Swinoujscie;I;2228
843;Brygida;Jakobik;Uniwersytet Krolewski;Olkusz;V;2648
844;Paulina;Szeruga;Uniwersytet Krolewski;Olkusz;I;2077
845;Jadwiga;Loch;Uniwersytet Krolewski;Myslowice;I;1676
846;Ewa;Sosnowska;Uniwersytet Ekonomiczny;Nysa;I;1151
847;Roman;Aronowski;Uniwersytet Pedagogiczny;Swietochlowice;I;1576
848;Jaroslaw;Szczepanski;Uniwersytet Krolewski;Nowy Targ;II;2180
849;Andrzej;Bilinski;Wyzsza Szko³a Techniczna;Dobre Miasto;I;1048
850;Jacek;Halemba;Uniwersytet Ekonomiczny;Ciechocinek;II;1165
851;Tomasz;Wojtkiewicz;Politechnika Informatyczno-Elektroniczna;Poznan;I;2811
852;Mateusz;Kojec;Politechnika Krolewska;Slawkow;I;1884
853;Ewelina;Ambroziak;Politechnika Krolewska;Bialaszewo;I;2891
854;Beata;Moskala;Politechnika Krolewska;Myslowice;IV;972
855;Kamil;Amanowicz;Politechnika Krolewska;Wodzislaw Slaski;I;535
856;Jadwiga;Chodorowska;Uniwersytet Krolewski;Naleczow;I;2763
857;Janina;Bawinek;Politechnika Krolewska;Pyrzyce;I;3327
858;Eustachy;Kendziora;Uniwersytet Krolewski;Bielsko - Biala;IV;2414
859;Karolina;Bromska;Politechnika Informatyczno-Elektroniczna;Debica;I;2480
860;Robert;Rurski;Politechnika Informatyczno-Elektroniczna;Wejherowo;II;1955
861;Andrzej;Koziol;Politechnika Informatyczno-Elektroniczna;Szczyrk;V;1428
862;Dominika;Maslon;Uniwersytet Ekonomiczny;Zgorzelec;I;1175
863;Martyn;Wisniewski;Politechnika Informatyczno-Elektroniczna;Zabrze;V;2380
864;Elzbieta;Makalu;Uniwersytet Krolewski;Brzesko;V;2964
865;Beata;Nowakowska;Uniwersytet Krolewski;Myszkow;III;3044
866;Anna;Sawicka;Uniwersytet Krolewski;Nowy Targ;V;1134
867;Elzbieta;Wieczorek;Politechnika Informatyczno-Elektroniczna;Pszczyna;IV;3214
868;Jerzy;Kaktus;Politechnika Informatyczno-Elektroniczna;Mordy;I;2732
869;Alicja;Cichocka;Uniwersytet Pedagogiczny;Sosnowiec;I;780
870;Jolanta;Kukulska;Uniwersytet Rolniczy;Wolbrom;I;2523
871;Magdalena;Jackowska;Uniwersytet Krolewski;Wodzislaw Slaski;I;3178
872;Dagmara;Szumska;Politechnika Informatyczno-Elektroniczna;Sanok;I;2039
873;Aleksandra;Paluch;Uniwersytet Krolewski;Ustron;I;2456
874;Marek;Markiewicz;Politechnika Informatyczno-Elektroniczna;Mikolow;I;620
875;Roman;Arecki;Uniwersytet Krolewski;Siemianowice Slaskie;I;2086
876;Mikolaj;Lisinski;Uniwersytet Krolewski;Szczecin;I;930
877;Maria;Baron;Uniwersytet Krolewski;Bedzin;I;1112
878;Grzegorz;Jaworski;Uniwersytet Sportu i Turystyki;Tarnowskie Gory;I;2185
879;Magdalena;Rysowicz;Politechnika Krolewska;Tychy;I;1731
880;Dominik;Marek;Uniwersytet Krolewski;Gliwice;IV;519
881;Franciszek;Kucharski;Politechnika Informatyczno-Elektroniczna;Tarnobrzeg;IV;2317
882;Urszula;Czajka;Uniwersytet Krolewski;Katowice;II;1846
883;Anna;Szyma;Politechnika Informatyczno-Elektroniczna;Rogoznik;IV;753
884;Radomil;Grudzien;Politechnika Krolewska;Jedrzejow;V;2077
885;Wladyslawa;Konwicka;Politechnika Informatyczno-Elektroniczna;Swietochlowice;V;1259
886;Jadwiga;Osinska;Politechnika Informatyczno-Elektroniczna;Strzelce Opolskie;II;1004
887;Stefan;Kalinowski;Uniwersytet Rolniczy;Myslowice;II;1932
888;Karol;Myrcik;Politechnika Informatyczno-Elektroniczna;Rybnik;II;2011
889;Anna;Oman;Politechnika Informatyczno-Elektroniczna;Jedrzejow;I;1445
890;Piotr;Bajer;Politechnika Informatyczno-Elektroniczna;Rajcza;I;2408
891;Paulina;Wierzchowska;Politechnika Informatyczno-Elektroniczna;Katowice;I;1554
892;Zofia;Chalupka;Uniwersytet Krolewski;Kudowa-Slone;II;3255
893;Celina;Mirow;Politechnika Informatyczno-Elektroniczna;Wroclaw;I;2732
894;Tadeusz;Kotowicz;Politechnika Informatyczno-Elektroniczna;Katowice;II;1950
895;Elzbieta;Wielgus;Politechnika Krolewska;Bytom;III;2581
896;Elzbieta;Kwiatkowska;Uniwersytet Krolewski;Kalisz;III;1590
897;Malgorzata;Pisarskiewicz;Politechnika Krolewska;Tarnow;I;3064
898;Sobieslaw;Bulwan;Politechnika Krolewska;Leczyca;I;970
899;Dorota;Marchewka;Akademia Sztuk Pieknych;Wisla;III;1632
900;Patrycja;Metz;Uniwersytet Krolewski;Tychy;I;1547
901;Zachariasz;Jakimow;Uniwersytet Krolewski;Rybnik;IV;527
902;Jakub;Malarski;Politechnika Informatyczno-Elektroniczna;Bozewo;IV;2104
903;Oskar;Rakowski;Uniwersytet Krolewski;Dabrowa Gornicza;I;475
904;Tomasz;Dudzinski;Politechnika Informatyczno-Elektroniczna;Warszawa;V;744
905;Jaromir;Szybki;Politechnika Informatyczno-Elektroniczna;Gieblo;IV;679
906;Krzysztof;Linus;Uniwersytet Krolewski;Rzeszow;I;2232
907;Andrzej;Inny;Uniwersytet Krolewski;Zambrow;I;1525
908;Wojciech;Batory;Akademia Sztuk Pieknych;Bochnia;II;1442
909;Monika;Drzewiecka;Politechnika Informatyczno-Elektroniczna;Olkusz;I;1736
910;Renata;Kalwas;Politechnika Informatyczno-Elektroniczna;Rzeszow;IV;1252
911;Jan;Sztonyk;Politechnika Informatyczno-Elektroniczna;Radom;I;2533
912;Kacper;Kita;Uniwersytet Krolewski;Slawkow;I;2006
913;Zofia;Kruszewska;Politechnika Informatyczno-Elektroniczna;Wodzislaw Slaski;V;1700
914;Radzimierz;Wojciechowski;Uniwersytet Krolewski;Rzeszow;III;555
915;Wojciech;Augustowski;Politechnika Informatyczno-Elektroniczna;Koniakow;II;814
916;Barbara;Chudzik;Uniwersytet Krolewski;Katowice;III;3011
917;Wojtek;Trzconka;Uniwersytet Krolewski;Miechow;V;1913
918;Aleksy;Wur;Politechnika Informatyczno-Elektroniczna;Debica;V;1021
919;Bogumila;Piotrowska;Politechnika Krolewska;Katowice;II;3306
920;Natalia;Sikorska;Akademia Sztuk Pieknych;Swietochlowice;I;2452
921;Hanna;Pietrzyk;Uniwersytet Krolewski;Nowy Targ;I;2589
922;Malgorzata;Janowska;Politechnika Informatyczno-Elektroniczna;Krzeszowice;II;1464
923;Danuta;Chmielewska;Politechnika Informatyczno-Elektroniczna;Tomaszow Lubelski;V;1936
924;Pawel;Banasiak;Politechnika Informatyczno-Elektroniczna;Alwernia;I;3317
925;Adam;Zareba;Politechnika Informatyczno-Elektroniczna;Nowy Sacz;I;985
926;Fryderyka;Krzyskow;Uniwersytet Krolewski;Tworog;IV;2117
927;Ewa;Sochacka;Uniwersytet Muzyczny;Nowy Targ;I;2333
928;Kacper;Starachowicz;Politechnika Krolewska;Tarnobrzeg;II;1802
929;Renata;Banachowicz;Politechnika Informatyczno-Elektroniczna;Piotrkow Trybunalski;I;464
930;Donald;Bakowski;Akademia Sztuk Pieknych;Slawkow;I;1410
931;Roza;Labaziewicz;Uniwersytet Pedagogiczny;Dlugopole-Zdroj;II;2958
932;Artur;Blotny;Uniwersytet Rolniczy;Raciborz;I;1641
933;Adam;Paterek;Politechnika Krolewska;Wodzislaw Slaski;I;2559
934;Magdalena;Kulig;Politechnika Informatyczno-Elektroniczna;Wodzislaw Slaski;I;715
935;Pawel;Banasiewicz;Politechnika Informatyczno-Elektroniczna;Bytom;I;579
936;Wiktor;Buchta;Uniwersytet Rolniczy;Krosno;III;1652
937;Sobieslaw;Symanski;Uniwersytet Krolewski;Ogrodzieniec;II;983
938;Dariusz;Kowalczyk;Uniwersytet Krolewski;Nowy Targ;III;2441
939;Mieszko;Lewy;Politechnika Krolewska;Zabrze;II;1408
940;Wiktoria;Gumienny;Politechnika Krolewska;Rabka;I;855
941;Sylwia;Filipowicz;Politechnika Informatyczno-Elektroniczna;Koscian;II;2693
942;Zofia;Maciarz;Politechnika Krolewska;Jaworzynka;V;1299
943;Frydryk;Alancki;Uniwersytet Sportu i Turystyki;Miedzyrzecze;III;2855
944;Patrycja;Roman;Uniwersytet Krolewski;Torun;I;3345
945;Jolanta;Chmiel;Uniwersytet Krolewski;Poraj;I;1300
946;Boleslaw;Bialowasicz;Politechnika Informatyczno-Elektroniczna;Przemysl;I;2057
947;Agnieszka;Stachowiak;Uniwersytet Pedagogiczny;Katowice;I;3199
948;Bronislawa;Ludwig;Uniwersytet Krolewski;Warszawa;III;1400
949;Wojciech;Iwanski;Uniwersytet Pedagogiczny;Bezledy;II;2580
950;Elzbieta;Zagorska;Politechnika Krolewska;Ledziny;IV;486
951;Wielislaw;Watroba;Politechnika Informatyczno-Elektroniczna;Swietochlowice;III;1035
952;Kamil;Bartnik;Politechnika Informatyczno-Elektroniczna;Elblag;I;1718
953;Zygmunt;Grzmil;Politechnika Informatyczno-Elektroniczna;Prudnik;II;1346
954;Mateusz;Kawicki;Politechnika Informatyczno-Elektroniczna;Bielsk Podlaski;I;3253
955;Mateusz;Mazurkiewicz;Politechnika Informatyczno-Elektroniczna;Wojkowice;I;3000
956;Cecylia;Boguslawska;Politechnika Krolewska;Szczyrk;IV;1225
957;Alicja;Urbanczyk;Uniwersytet Ekonomiczny;Szczyrk;I;3022
958;Jan;Kamyk;Uniwersytet Rolniczy;Bielsko - Biala;I;2899
959;Anna;Pytka;Politechnika Krolewska;Tarnow;I;1146
960;Ryszard;Grabowski;Politechnika Informatyczno-Elektroniczna;Gdansk;III;728
961;Janusz;Smitkowski;Politechnika Krolewska;Pszczyna;V;2238
962;Jan;Karbowniczek;Politechnika Informatyczno-Elektroniczna;Pyrzyce;IV;2865
963;Teresa;Wozniak;Uniwersytet Krolewski;Tarnow;II;3094
964;Mateusz;Chwalinski;Politechnika Krolewska;Wlodowice;I;1802
965;Wojciech;Sobczak;Politechnika Krolewska;Kuznia Raciborska;I;2626
966;Zofia;Klein;Politechnika Krolewska;Kuznia Raciborska;III;849
967;Eustachy;Pustulka;Uniwersytet Krolewski;Dabrowa Gornicza;III;1080
968;Lucyna;Sokolowska;Politechnika Krolewska;Koniakow;II;2284
969;Rafal;Rybak;Politechnika Informatyczno-Elektroniczna;Dobieszowice;II;1366
970;Agnieszka;Baranowska;Uniwersytet Krolewski;Pszczyna;I;772
971;Anna;Szafranska;Politechnika Informatyczno-Elektroniczna;Bielsko - Biala;I;1671
972;Malgorzata;Koczorowska;Politechnika Informatyczno-Elektroniczna;Katowice;I;431
973;Gracja;Warecka;Politechnika Krolewska;Siewierz;II;3030
974;Michal;Piechota;Uniwersytet Ekonomiczny;Chorzow;V;1748
975;Krystyna;Brylka;Politechnika Informatyczno-Elektroniczna;Glucholazy;V;2256
976;Filip;Harazim;Uniwersytet Krolewski;Zawiercie;I;883
977;Maria;Bakala;Uniwersytet Krolewski;Jastrzebie-Zdroj;I;2293
978;Piotr;Jablonski;Politechnika Informatyczno-Elektroniczna;Sanok;V;1185
979;Michal;Powietrzynski;Uniwersytet Krolewski;Radom;I;2260
980;Adelajda;Sobczak;Politechnika Informatyczno-Elektroniczna;Trzebinia;I;1087
981;Ryszard;Skrzypczyk;Politechnika Krolewska;Cieszyn;III;1049
982;Marek;Marciniak;Uniwersytet Krolewski;Rabka;I;827
983;Slawomir;Afganski;Uniwersytet Muzyczny;Wolbrom;II;1583
984;Jolanta;Marcz;Politechnika Krolewska;Wolbrom;I;573
985;Tomasz;Kania;Uniwersytet Krolewski;Strzelce Opolskie;I;2458
986;Barbara;Krzeczkowska;Politechnika Informatyczno-Elektroniczna;Zamosc;I;1418
987;Zuzanna;Walczynska;Politechnika Krolewska;Wadowice;I;1035
988;Gabriela;Zajac;Politechnika Krolewska;Cieszyn;II;1757
989;Henryk;Walczak;Uniwersytet Krolewski;Bedzin;II;923
990;Kuba;Kaminska;Uniwersytet Krolewski;Bytom;II;1274
991;Wieslaw;Bananowski;Politechnika Informatyczno-Elektroniczna;Bielsko - Biala;II;2930
992;Roman;Szumylowicz;Politechnika Informatyczno-Elektroniczna;Kedzierzyn-Kozle;IV;1176
993;Bronislaw;Hubertus;Uniwersytet Pedagogiczny;Gieraltowice;I;2912
994;Roman;Buszek;Uniwersytet Krolewski;Bezledy;II;771
995;Ewa;Szepelak;Politechnika Informatyczno-Elektroniczna;Plock;I;2284
996;Szymon;Wcislowski;Uniwersytet Rolniczy;Gryfice;II;1444
997;Aleksandra;Pietak;Uniwersytet Krolewski;Ciechanow;I;2499
998;Kacper;Berkowski;Uniwersytet Muzyczny;Otmuchow;I;1127
999;Jagoda;Szmaglinska;Politechnika Krolewska;Siewierz;I;605
1000;Mariusz;Morawski;Politechnika Krolewska;Rajcza;IV;467
1001;Natalia;Kochman;Akademia Sztuk Pieknych;Skorogoszcz;I;2854
1002;Zofia;Bartczak;Politechnika Informatyczno-Elektroniczna;Zabrze;II;1551
1003;Celina;Kubera;Uniwersytet Krolewski;Brzesko;IV;729
1004;Faustyn;Katana;Politechnika Krolewska;Legionowo;I;3318
1005;Amelia;Awast;Politechnika Krolewska;Glubczyce;I;3321
1006;Paulina;Michalak;Politechnika Krolewska;Tarnowskie Gory;I;1204
1007;Frydryk;Wenc;Politechnika Informatyczno-Elektroniczna;Poznan;V;1452
1008;Aleksander;Bolkowski;Politechnika Krolewska;Wisla;I;3247
1009;Celestyna;Ozga;Politechnika Informatyczno-Elektroniczna;Dabrowa Gornicza;II;1377
1010;Lucja;Wicinska;Uniwersytet Krolewski;Katowice;I;2180
1011;Jerzy;Gibki;Uniwersytet Krolewski;Mikolow;III;1770
1012;Halina;Klimaszewska;Politechnika Informatyczno-Elektroniczna;Szamotuly;I;2138
1013;Mateusz;Wolny;Uniwersytet Pedagogiczny;Wlodowice;V;1240
1014;Jadwiga;Tarkowska;Politechnika Informatyczno-Elektroniczna;Tychy;II;558
1015;Tomasz;Bansik;Uniwersytet Krolewski;Naleczow;II;2355
1016;Zofia;Staniec;Politechnika Krolewska;Karniewo;II;610
1017;Jerzy;Barankiewicz;Politechnika Krolewska;Olkusz;I;869
1018;Anna;Ludwin;Uniwersytet Krolewski;Barwinek;IV;2514
1019;Jaroslaw;Nowik;Politechnika Krolewska;Nowy Sacz;III;3069
1020;Kamil;Kozlowski;Uniwersytet Pedagogiczny;Wolbrom;V;843
1021;Anna;Klubicka;Politechnika Informatyczno-Elektroniczna;Pulawy;I;2039
1022;Paulina;Barcik;Uniwersytet Krolewski;Zakopane;I;821
